KEY_benef_loc,match_score,KEY_inegi_localidad
coyuca de catalan-la cana,100,coyuca de catalan-la cana
tecpan de galeana-rancho nuevo,100,tecpan de galeana-rancho nuevo
acatepec-agua tordillo,100,acatepec-agua tordillo
tecpan de galeana-buena vista de juarez,100,tecpan de galeana-buena vista de juarez
general heliodoro castillo-ixtlahuaca,100,general heliodoro castillo-ixtlahuaca
coyuca de benitez-el papayo,100,coyuca de benitez-el papayo
la union de isidoro montes de oca-la cienega,100,la union de isidoro montes de oca-la cienega
cochoapa el grande-barrio de san agustin,100,cochoapa el grande-barrio de san agustin
petatlan-la lajita,100,petatlan-la lajita
atlixtac-san lucas teocuitlapa (teocuitlapa),100,atlixtac-san lucas teocuitlapa (teocuitlapa)
juchitan-el coco,100,juchitan-el coco
tecpan de galeana-las palmas,100,tecpan de galeana-las palmas
ajuchitlan del progreso-mesa de corrales,100,ajuchitlan del progreso-mesa de corrales
jose joaquin de herrera-tepetitlan,100,jose joaquin de herrera-tepetitlan
general canuto a. neri-el cascalote,100,general canuto a. neri-el cascalote
pedro ascencio alquisiras-otates,100,pedro ascencio alquisiras-otates
apaxtla-pueblo nuevo santa maria,100,apaxtla-pueblo nuevo santa maria
ayutla de los libres-plan de paraiso,99,ayutla de los libres-plan del paraiso
ahuacuotzingo-agua zarca,100,ahuacuotzingo-agua zarca
apaxtla-liberaltepec,100,apaxtla-liberaltepec
tlacoapa-tepetates,100,tlacoapa-tepetates
chilapa de alvarez-tecongo,100,chilapa de alvarez-tecongo
coyuca de benitez-colonia del rio,100,coyuca de benitez-colonia del rio
ixcateopan de cuauhtemoc-san martin pachivia (pachivia),100,ixcateopan de cuauhtemoc-san martin pachivia (pachivia)
taxco de alarcon-joyas del progreso,95,taxco de alarcon-las joyas del progreso
cuautepec-el pabellon,100,cuautepec-el pabellon
atlixtac-huixtlazala,100,atlixtac-huixtlazala
taxco de alarcon-los cajones,95,taxco de alarcon-cajones
tecpan de galeana-las fincas viejas,100,tecpan de galeana-las fincas viejas
cutzamala de pinzon-el ojo de agua,100,cutzamala de pinzon-el ojo de agua
coyuca de benitez-san nicolas,100,coyuca de benitez-san nicolas
tlacoapa-xochistlahuaca,100,tlacoapa-xochistlahuaca
coyuca de catalan-pantoja,100,coyuca de catalan-pantoja
san marcos-buena vista del sur,100,san marcos-buena vista del sur
taxco de alarcon-zapoapa,100,taxco de alarcon-zapoapa
ayutla de los libres-el parotillo,100,ayutla de los libres-el parotillo
coahuayutla de jose maria izazaga-los encinitos,100,coahuayutla de jose maria izazaga-los encinitos
copalillo-zacualpa,100,copalillo-zacualpa
cochoapa el grande-rancho de guadalupe (barranca pobre),100,cochoapa el grande-rancho de guadalupe (barranca pobre)
san marcos-barranquilla (la pulga),100,san marcos-barranquilla (la pulga)
huitzuco de los figueroa-escuchapa,100,huitzuco de los figueroa-escuchapa
petatlan-cienega (cienega del cayacal),100,petatlan-cienega (cienega del cayacal)
ahuacuotzingo-mazapa,100,ahuacuotzingo-mazapa
atenango del rio-la carbonera,100,atenango del rio-la carbonera
acapulco de juarez-kilometro 39,100,acapulco de juarez-kilometro 39
atlixtac-caxitepec,100,atlixtac-caxitepec
atoyac de alvarez-poza honda,100,atoyac de alvarez-poza honda
general canuto a. neri-arroyo seco,100,general canuto a. neri-arroyo seco
azoyu-la culebra,100,azoyu-la culebra
acapulco de juarez-los limones,100,acapulco de juarez-los limones
teloloapan-ozolotepec,100,teloloapan-ozolotepec
copala-el carrizo,100,copala-el carrizo
zirandaro-las colonias,100,zirandaro-las colonias
metlatonoc-vicente guerrero,100,metlatonoc-vicente guerrero
olinala-el reparo,100,olinala-el reparo
pilcaya-cuitlapa,100,pilcaya-cuitlapa
leonardo bravo-campo de aviacion,100,leonardo bravo-campo de aviacion
pedro ascencio alquisiras-pata de res,100,pedro ascencio alquisiras-pata de res
chilpancingo de los bravo-mohoneras,100,chilpancingo de los bravo-mohoneras
general heliodoro castillo-tecomaxuchitl del norte,100,general heliodoro castillo-tecomaxuchitl del norte
tlapa de comonfort-tehuchicoloya,100,tlapa de comonfort-tehuchicoloya
tlalixtaquilla de maldonado-la rivera,100,tlalixtaquilla de maldonado-la rivera
xochistlahuaca-arroyo seco,100,xochistlahuaca-arroyo seco
pedro ascencio alquisiras-rancho viejo,100,pedro ascencio alquisiras-rancho viejo
taxco de alarcon-santo domingo,100,taxco de alarcon-santo domingo
tetipac-san andres,100,tetipac-san andres
taxco de alarcon-los ocotes,100,taxco de alarcon-los ocotes
atlamajalcingo del monte-colonia guadalupe,100,atlamajalcingo del monte-colonia guadalupe
cuautepec-la bocanita,100,cuautepec-la bocanita
metlatonoc-colonia de guadalupe,100,metlatonoc-colonia de guadalupe
olinala-lomas de cocoyoc,100,olinala-lomas de cocoyoc
chilapa de alvarez-barranca honda,100,chilapa de alvarez-barranca honda
ahuacuotzingo-vista hermosa tlaquilcingo,100,ahuacuotzingo-vista hermosa tlaquilcingo
pedro ascencio alquisiras-metlixtapa,100,pedro ascencio alquisiras-metlixtapa
tlapa de comonfort-torrentlan,100,tlapa de comonfort-torrentlan
quechultenango-los amates,100,quechultenango-los amates
tetipac-palafox,100,tetipac-palafox
florencio villarreal-pico del monte,100,florencio villarreal-pico del monte
metlatonoc-llano de tepehuaje (tepehuaje),100,metlatonoc-llano de tepehuaje (tepehuaje)
coyuca de benitez-cahuatitan,100,coyuca de benitez-cahuatitan
san miguel totolapan-la shascua (las shascuitas),100,san miguel totolapan-la shascua (las shascuitas)
eduardo neri-la tranca (la uva),100,eduardo neri-la tranca (la uva)
huitzuco de los figueroa-acaquila,100,huitzuco de los figueroa-acaquila
cuautepec-zihuapoloya,100,cuautepec-zihuapoloya
coyuca de catalan-zetina,100,coyuca de catalan-zetina
general heliodoro castillo-el renacimiento,100,general heliodoro castillo-el renacimiento
copanatoyac-cozondiapa,100,copanatoyac-cozondiapa
ayutla de los libres-pumarrosa,100,ayutla de los libres-pumarrosa
cuautepec-san jose las palmas (san jose),100,cuautepec-san jose las palmas (san jose)
atenango del rio-atlapa del rio,100,atenango del rio-atlapa del rio
cualac-tecojcoyunca,100,cualac-tecojcoyunca
mochitlan-el guayabo (san jeronimo),100,mochitlan-el guayabo (san jeronimo)
ayutla de los libres-la palma nuevo paraiso,100,ayutla de los libres-la palma nuevo paraiso
atoyac de alvarez-la cebada,100,atoyac de alvarez-la cebada
zapotitlan tablas-llano pericon,100,zapotitlan tablas-llano pericon
atoyac de alvarez-zacualpan,100,atoyac de alvarez-zacualpan
leonardo bravo-la felicidad de garcia suazo,100,leonardo bravo-la felicidad de garcia suazo
zapotitlan tablas-piedra pinta,100,zapotitlan tablas-piedra pinta
petatlan-el jilguerito,100,petatlan-el jilguerito
ometepec-cuadrilla nueva (chilpancinguito),100,ometepec-cuadrilla nueva (chilpancinguito)
florencio villarreal-huerta grande,100,florencio villarreal-huerta grande
ayutla de los libres-arroyo ocotlan,100,ayutla de los libres-arroyo ocotlan
xochistlahuaca-colonia cerro nanche,100,xochistlahuaca-colonia cerro nanche
zitlala-azoacapa,100,zitlala-azoacapa
zapotitlan tablas-villa de guadalupe,100,zapotitlan tablas-villa de guadalupe
ajuchitlan del progreso-gomez farias (el limon),100,ajuchitlan del progreso-gomez farias (el limon)
atlixtac-tierra blanca,100,atlixtac-tierra blanca
general heliodoro castillo-limoncito,100,general heliodoro castillo-limoncito
coahuayutla de jose maria izazaga-campo verde,100,coahuayutla de jose maria izazaga-campo verde
zirandaro-el talamo,100,zirandaro-el talamo
tlapa de comonfort-santa cruz tlalchichilco,100,tlapa de comonfort-santa cruz tlalchichilco
buenavista de cuellar-palmillas,100,buenavista de cuellar-palmillas
coyuca de benitez-el encinal,100,coyuca de benitez-el encinal
petatlan-potrerillos,100,petatlan-potrerillos
tlapa de comonfort-zacapexco,100,tlapa de comonfort-zacapexco
taxco de alarcon-paintla,100,taxco de alarcon-paintla
san miguel totolapan-santa maria sur,100,san miguel totolapan-santa maria sur
atoyac de alvarez-corral falso,100,atoyac de alvarez-corral falso
zapotitlan tablas-totolapa,100,zapotitlan tablas-totolapa
tixtla de guerrero-los terreros (colonia general eusebio gonzalez s.),100,tixtla de guerrero-los terreros (colonia general eusebio gonzalez s.)
la union de isidoro montes de oca-el aguila,100,la union de isidoro montes de oca-el aguila
juan r. escudero-plan de lima,100,juan r. escudero-plan de lima
san marcos-la estancia,100,san marcos-la estancia
san marcos-san juan chico,100,san marcos-san juan chico
copalillo-hueyiatl,100,copalillo-hueyiatl
coyuca de benitez-tecomapa,100,coyuca de benitez-tecomapa
san marcos-amazquite,100,san marcos-amazquite
chilpancingo de los bravo-renacimiento agua hernandez,100,chilpancingo de los bravo-renacimiento agua hernandez
pilcaya-el transformador,100,pilcaya-el transformador
pilcaya-nombre de dios,100,pilcaya-nombre de dios
coyuca de benitez-el porvenir,100,coyuca de benitez-el porvenir
metlatonoc-valle hermoso,100,metlatonoc-valle hermoso
jose joaquin de herrera-cacahuatla,100,jose joaquin de herrera-cacahuatla
benito juarez-el tomatal,100,benito juarez-el tomatal
cualac-ahuexitlan,100,cualac-ahuexitlan
zirandaro-el zapote,100,zirandaro-el zapote
chilapa de alvarez-tlanipatla,100,chilapa de alvarez-tlanipatla
teloloapan-los aguajes,100,teloloapan-los aguajes
malinaltepec-san juan de las nieves,100,malinaltepec-san juan de las nieves
ayutla de los libres-plan del bajio,100,ayutla de los libres-plan del bajio
acatepec-mexcaltepec viejo,100,acatepec-mexcaltepec viejo
ajuchitlan del progreso-la hacienda santa fe,100,ajuchitlan del progreso-la hacienda santa fe
general heliodoro castillo-la huerta (el huertito),100,general heliodoro castillo-la huerta (el huertito)
coyuca de catalan-el potrero,100,coyuca de catalan-el potrero
zapotitlan tablas-el fresno,100,zapotitlan tablas-el fresno
petatlan-casas viejas,100,petatlan-casas viejas
tecpan de galeana-tetitlan,100,tecpan de galeana-tetitlan
petatlan-el limon,100,petatlan-el limon
chilapa de alvarez-ahuehueijtic,100,chilapa de alvarez-ahuehueijtic
coyuca de catalan-las trincheras,100,coyuca de catalan-las trincheras
general canuto a. neri-pata de venado,100,general canuto a. neri-pata de venado
la union de isidoro montes de oca-el aguacate,100,la union de isidoro montes de oca-el aguacate
petatlan-llanos de la puerta,100,petatlan-llanos de la puerta
tlalixtaquilla de maldonado-tecoyame de guadalupe,100,tlalixtaquilla de maldonado-tecoyame de guadalupe
san marcos-rancho los cantiles,100,san marcos-rancho los cantiles
tlalchapa-la cacanicua de arriba,100,tlalchapa-la cacanicua de arriba
cochoapa el grande-tierra blanca,100,cochoapa el grande-tierra blanca
acatepec-loma macho,100,acatepec-loma macho
chilapa de alvarez-tepehuixco,100,chilapa de alvarez-tepehuixco
copanatoyac-totohuehuetlan,100,copanatoyac-totohuehuetlan
cocula-las mesas (la mesa),100,cocula-las mesas (la mesa)
malinaltepec-aviacion florida,100,malinaltepec-aviacion florida
zirandaro-huerta de higueras (huerta de las higueras),100,zirandaro-huerta de higueras (huerta de las higueras)
zitlala-huiscomulco,95,zitlala-zitlala
ajuchitlan del progreso-mesas de las pilas,100,ajuchitlan del progreso-mesas de las pilas
tlacoapa-sabana,100,tlacoapa-sabana
cuajinicuilapa-jicaro abajo,100,cuajinicuilapa-jicaro abajo
coyuca de benitez-valle del rio,100,coyuca de benitez-valle del rio
taxco de alarcon-san esteban,100,taxco de alarcon-san esteban
metlatonoc-rio san martin (xaha caaba tanuhu),100,metlatonoc-rio san martin (xaha caaba tanuhu)
zihuatanejo de azueta-san ignacio,100,zihuatanejo de azueta-san ignacio
copalillo-ciruelo amarillo,100,copalillo-ciruelo amarillo
zirandaro-arroyo largo,100,zirandaro-arroyo largo
juan r. escudero-papagayo,100,juan r. escudero-papagayo
alcozauca de guerrero-zaragoza,100,alcozauca de guerrero-zaragoza
chilapa de alvarez-cuamanotepec,100,chilapa de alvarez-cuamanotepec
ahuacuotzingo-chinantla,100,ahuacuotzingo-chinantla
azoyu-el carrizo,100,azoyu-el carrizo
tecpan de galeana-humedad,95,tecpan de galeana-la humedad
tecpan de galeana-palo solo,100,tecpan de galeana-palo solo
tecpan de galeana-boca de arroyo,100,tecpan de galeana-boca de arroyo
coahuayutla de jose maria izazaga-san vicente (san vicente tepehuaje),100,coahuayutla de jose maria izazaga-san vicente (san vicente tepehuaje)
zirandaro-las huertas,100,zirandaro-las huertas
tecpan de galeana-achotla,100,tecpan de galeana-achotla
atoyac de alvarez-el salto (el salto grande),100,atoyac de alvarez-el salto (el salto grande)
general heliodoro castillo-aguacate,100,general heliodoro castillo-aguacate
cochoapa el grande-el naranjo,100,cochoapa el grande-el naranjo
xochistlahuaca-arroyo chivo,100,xochistlahuaca-arroyo chivo
tlapa de comonfort-amate amarillo,100,tlapa de comonfort-amate amarillo
acatepec-rio azul,100,acatepec-rio azul
tecpan de galeana-la barranca,100,tecpan de galeana-la barranca
zirandaro-la estancia,100,zirandaro-la estancia
tecpan de galeana-parada navarrete,100,tecpan de galeana-parada navarrete
taxco de alarcon-el vergel,100,taxco de alarcon-el vergel
taxco de alarcon-san miguel y huerta,100,taxco de alarcon-san miguel y huerta
la union de isidoro montes de oca-el naranjillo,100,la union de isidoro montes de oca-el naranjillo
pungarabato-las juntas de chacamero,100,pungarabato-las juntas de chacamero
zirandaro-el naranjo,100,zirandaro-el naranjo
olinala-tomatepec,100,olinala-tomatepec
zirandaro-la parota mocha,100,zirandaro-la parota mocha
ajuchitlan del progreso-la cana santa fe,100,ajuchitlan del progreso-la cana santa fe
pedro ascencio alquisiras-acatla,100,pedro ascencio alquisiras-acatla
la union de isidoro montes de oca-el chico,100,la union de isidoro montes de oca-el chico
cualac-las cruces,100,cualac-las cruces
coahuayutla de jose maria izazaga-la higuerita,100,coahuayutla de jose maria izazaga-la higuerita
coyuca de benitez-la lima,100,coyuca de benitez-la lima
cuautepec-paso salinas,100,cuautepec-paso salinas
taxco de alarcon-xochipizca,100,taxco de alarcon-xochipizca
metlatonoc-el zapote,100,metlatonoc-el zapote
ayutla de los libres-el limon,100,ayutla de los libres-el limon
metlatonoc-el coyulito (el corazon),100,metlatonoc-el coyulito (el corazon)
coyuca de catalan-el mono,100,coyuca de catalan-el mono
tecpan de galeana-zacatonal,100,tecpan de galeana-zacatonal
coyuca de catalan-cienega de abajo,100,coyuca de catalan-cienega de abajo
coyuca de catalan-tierritas coloradas (tierra colorada),100,coyuca de catalan-tierritas coloradas (tierra colorada)
coyuca de catalan-arroyo el viejo,100,coyuca de catalan-arroyo el viejo
zirandaro-el cuitaz,100,zirandaro-el cuitaz
general canuto a. neri-el salto,100,general canuto a. neri-el salto
pedro ascencio alquisiras-llanos de ixcapaneca,100,pedro ascencio alquisiras-llanos de ixcapaneca
general heliodoro castillo-los arrayanes,100,general heliodoro castillo-los arrayanes
acapulco de juarez-la vista alegre,100,acapulco de juarez-la vista alegre
general heliodoro castillo-zoyacalco,100,general heliodoro castillo-zoyacalco
general heliodoro castillo-huixilac (huitzilac),100,general heliodoro castillo-huixilac (huitzilac)
san marcos-chacalapa del pacifico,100,san marcos-chacalapa del pacifico
zirandaro-el paso de la puerta,100,zirandaro-el paso de la puerta
zirandaro-el rodeo,100,zirandaro-el rodeo
acapulco de juarez-los organos de juan r. escudero,100,acapulco de juarez-los organos de juan r. escudero
ometepec-zapotales,100,ometepec-zapotales
tecpan de galeana-los pitos,100,tecpan de galeana-los pitos
coyuca de catalan-los pozos,100,coyuca de catalan-los pozos
pedro ascencio alquisiras-tecamachalco,100,pedro ascencio alquisiras-tecamachalco
general heliodoro castillo-la guitarra,100,general heliodoro castillo-la guitarra
cutzamala de pinzon-el cundan,100,cutzamala de pinzon-el cundan
zirandaro-la estancia (estancia de la virgen),100,zirandaro-la estancia (estancia de la virgen)
la union de isidoro montes de oca-juntas del poblado,100,la union de isidoro montes de oca-juntas del poblado
pilcaya-santa maria,100,pilcaya-santa maria
zirandaro-san antonio,100,zirandaro-san antonio
petatlan-el sesteadero,100,petatlan-el sesteadero
coyuca de catalan-la palma (la palma de los ochoa),100,coyuca de catalan-la palma (la palma de los ochoa)
coyuca de catalan-juntas del rio frio,100,coyuca de catalan-juntas del rio frio
coyuca de catalan-tepehuaje,100,coyuca de catalan-tepehuaje
cochoapa el grande-llano de laguna,100,cochoapa el grande-llano de laguna
cochoapa el grande-yozondacua,100,cochoapa el grande-yozondacua
atlixtac-huixolotepec (huitzolotepec),100,atlixtac-huixolotepec (huitzolotepec)
petatlan-ximalcota,100,petatlan-ximalcota
ixcateopan de cuauhtemoc-tenanguillo de las canas,100,ixcateopan de cuauhtemoc-tenanguillo de las canas
coyuca de benitez-el terrero,100,coyuca de benitez-el terrero
atlixtac-la taberna,100,atlixtac-la taberna
zihuatanejo de azueta-puertecito,100,zihuatanejo de azueta-puertecito
cochoapa el grande-barranca ceniza,100,cochoapa el grande-barranca ceniza
general heliodoro castillo-villaxochitl,100,general heliodoro castillo-villaxochitl
petatlan-la barrita (playa la barrita),100,petatlan-la barrita (playa la barrita)
ahuacuotzingo-tlalchichilco,100,ahuacuotzingo-tlalchichilco
ahuacuotzingo-xumiltepec,100,ahuacuotzingo-xumiltepec
tlapa de comonfort-totomochapa,100,tlapa de comonfort-totomochapa
copala-la fortuna (la yeguada),100,copala-la fortuna (la yeguada)
copala-las penas,100,copala-las penas
la union de isidoro montes de oca-el limon,100,la union de isidoro montes de oca-el limon
coyuca de benitez-los naranjos,100,coyuca de benitez-los naranjos
zirandaro-la tasajera,100,zirandaro-la tasajera
zirandaro-el reparo,100,zirandaro-el reparo
olinala-el refugio,100,olinala-el refugio
atlixtac-hueyitepec,100,atlixtac-hueyitepec
petatlan-el balcon de la bandera,100,petatlan-el balcon de la bandera
chilapa de alvarez-tlalahuapan,100,chilapa de alvarez-tlalahuapan
zirandaro-cocochas,100,zirandaro-cocochas
la union de isidoro montes de oca-corral falso,100,la union de isidoro montes de oca-corral falso
san marcos-caridad,100,san marcos-caridad
metlatonoc-rio negro,100,metlatonoc-rio negro
ometepec-la catalina,100,ometepec-la catalina
cochoapa el grande-el limon,100,cochoapa el grande-el limon
pedro ascencio alquisiras-canada de tepoxonal,100,pedro ascencio alquisiras-canada de tepoxonal
atoyac de alvarez-zintapala,100,atoyac de alvarez-zintapala
zirandaro-las guacamayas,100,zirandaro-las guacamayas
zirandaro-la mesa,100,zirandaro-la mesa
zitlala-ocotitlan,100,zitlala-ocotitlan
tecpan de galeana-la zarza,100,tecpan de galeana-la zarza
zirandaro-copitaro,100,zirandaro-copitaro
acatepec-agua fria,100,acatepec-agua fria
tecpan de galeana-el cobano,100,tecpan de galeana-el cobano
apaxtla-tepoxtepec (tepoztepec),100,apaxtla-tepoxtepec (tepoztepec)
tecpan de galeana-el limon del pochote,100,tecpan de galeana-el limon del pochote
coyuca de benitez-el zapote,100,coyuca de benitez-el zapote
metlatonoc-santa catarina,100,metlatonoc-santa catarina
chilapa de alvarez-zinzintitlan,100,chilapa de alvarez-zinzintitlan
chilapa de alvarez-miraflor,100,chilapa de alvarez-miraflor
zirandaro-la cienega,100,zirandaro-la cienega
san marcos-altamira (el frijolar),90,san marcos-altamira
atlixtac-chichiltepec,100,atlixtac-chichiltepec
olinala-tzicapotzaltzi,100,olinala-tzicapotzaltzi
zihuatanejo de azueta-la puerta de ixtapa,100,zihuatanejo de azueta-la puerta de ixtapa
san miguel totolapan-barranca de iguala,100,san miguel totolapan-barranca de iguala
la union de isidoro montes de oca-barranca de san diego,100,la union de isidoro montes de oca-barranca de san diego
san marcos-palomar de las flores,100,san marcos-palomar de las flores
coyuca de catalan-los yesqueros,100,coyuca de catalan-los yesqueros
coyuca de catalan-el cuirindalito,100,coyuca de catalan-el cuirindalito
coyuca de catalan-los brasiles,100,coyuca de catalan-los brasiles
atlixtac-naranjastitlan,100,atlixtac-naranjastitlan
general canuto a. neri-los amatitos,100,general canuto a. neri-los amatitos
metlatonoc-la primavera,100,metlatonoc-la primavera
jose joaquin de herrera-tlaixcoatipan,100,jose joaquin de herrera-tlaixcoatipan
taxco de alarcon-santa rosa,100,taxco de alarcon-santa rosa
tecpan de galeana-la cana,100,tecpan de galeana-la cana
olinala-tecorrales,100,olinala-tecorrales
san miguel totolapan-san miguelito,100,san miguel totolapan-san miguelito
teloloapan-chichimecapa,100,teloloapan-chichimecapa
coyuca de catalan-archimoro,100,coyuca de catalan-archimoro
coyuca de catalan-ceiba mocha,100,coyuca de catalan-ceiba mocha
ometepec-san vicente (san vicente de benitez),100,ometepec-san vicente (san vicente de benitez)
petatlan-murga,100,petatlan-murga
coyuca de catalan-quiriricuaro,100,coyuca de catalan-quiriricuaro
coyuca de catalan-piedra iman,100,coyuca de catalan-piedra iman
buenavista de cuellar-el zapote,100,buenavista de cuellar-el zapote
atlixtac-ahuixtla,100,atlixtac-ahuixtla
ayutla de los libres-la cortina,100,ayutla de los libres-la cortina
tlacoapa-plan de guadalupe,100,tlacoapa-plan de guadalupe
zirandaro-san francisco,100,zirandaro-san francisco
tepecoacuilco de trujano-tonalapa del sur,100,tepecoacuilco de trujano-tonalapa del sur
san luis acatlan-la parota,100,san luis acatlan-la parota
cutzamala de pinzon-las mesas,100,cutzamala de pinzon-las mesas
petatlan-san jose de los olivos,100,petatlan-san jose de los olivos
general heliodoro castillo-buenavista,100,general heliodoro castillo-buenavista
tecpan de galeana-plan del tigre,100,tecpan de galeana-plan del tigre
tecpan de galeana-arroyo frio,100,tecpan de galeana-arroyo frio
tlacoachistlahuaca-cruz alta,100,tlacoachistlahuaca-cruz alta
cualac-cuescomapa,100,cualac-cuescomapa
acapulco de juarez-las joyas,100,acapulco de juarez-las joyas
chilapa de alvarez-rancho coaquimixco,100,chilapa de alvarez-rancho coaquimixco
alcozauca de guerrero-el gitano,100,alcozauca de guerrero-el gitano
leonardo bravo-camotla la torre,100,leonardo bravo-camotla la torre
xochistlahuaca-cerro cajon,100,xochistlahuaca-cerro cajon
coyuca de benitez-el papayito,100,coyuca de benitez-el papayito
cochoapa el grande-cahuanana,100,cochoapa el grande-cahuanana
olinala-mextiopam (mextiopa),100,olinala-mextiopam (mextiopa)
coyuca de benitez-aguacatito,100,coyuca de benitez-aguacatito
atoyac de alvarez-el salto,100,atoyac de alvarez-el salto
taxco de alarcon-corralejo,100,taxco de alarcon-corralejo
olinala-tepetlacingo,100,olinala-tepetlacingo
san marcos-tamarindillo,100,san marcos-tamarindillo
chilapa de alvarez-colonia cojtenco,100,chilapa de alvarez-colonia cojtenco
taxco de alarcon-cerro gordo,100,taxco de alarcon-cerro gordo
zapotitlan tablas-villa de juquila,100,zapotitlan tablas-villa de juquila
tecpan de galeana-potrero grande,100,tecpan de galeana-potrero grande
general heliodoro castillo-puerto tejas,100,general heliodoro castillo-puerto tejas
general canuto a. neri-cuadrilla nueva,100,general canuto a. neri-cuadrilla nueva
jose joaquin de herrera-ocotecomactitlan,100,jose joaquin de herrera-ocotecomactitlan
tecoanapa-santa rosa,100,tecoanapa-santa rosa
copanatoyac-yelotepec,100,copanatoyac-yelotepec
coyuca de catalan-la parotita,100,coyuca de catalan-la parotita
san marcos-bella vista,100,san marcos-bella vista
taxco de alarcon-papala,100,taxco de alarcon-papala
tecpan de galeana-arroyo de la ordena (la ordena),100,tecpan de galeana-arroyo de la ordena (la ordena)
tecpan de galeana-potrerillo,100,tecpan de galeana-potrerillo
coahuayutla de jose maria izazaga-potreritos (casa blanca),100,coahuayutla de jose maria izazaga-potreritos (casa blanca)
san miguel totolapan-la tuna (la palmada),100,san miguel totolapan-la tuna (la palmada)
general heliodoro castillo-maxiuhitl,100,general heliodoro castillo-maxiuhitl
tecpan de galeana-los cajeles,100,tecpan de galeana-los cajeles
la union de isidoro montes de oca-changungal,100,la union de isidoro montes de oca-changungal
ixcateopan de cuauhtemoc-xalostoc,100,ixcateopan de cuauhtemoc-xalostoc
zihuatanejo de azueta-los naranjos,100,zihuatanejo de azueta-los naranjos
cutzamala de pinzon-pinzan gacho,100,cutzamala de pinzon-pinzan gacho
marquelia-tepantitlan,100,marquelia-tepantitlan
atoyac de alvarez-el ciruelar,100,atoyac de alvarez-el ciruelar
olinala-iyocingo (ventanas iyocingo),100,olinala-iyocingo (ventanas iyocingo)
zihuatanejo de azueta-el calabazalito,100,zihuatanejo de azueta-el calabazalito
la union de isidoro montes de oca-la estancia,100,la union de isidoro montes de oca-la estancia
huitzuco de los figueroa-tecoacuilco,100,huitzuco de los figueroa-tecoacuilco
coahuayutla de jose maria izazaga-rincon del naranjo,100,coahuayutla de jose maria izazaga-rincon del naranjo
jose joaquin de herrera-teocalixtlahuacan,100,jose joaquin de herrera-teocalixtlahuacan
ahuacuotzingo-xitopontla,100,ahuacuotzingo-xitopontla
zirandaro-la calera,100,zirandaro-la calera
zihuatanejo de azueta-el corte,100,zihuatanejo de azueta-el corte
petatlan-arroyo verde,100,petatlan-arroyo verde
acapulco de juarez-el zapote,100,acapulco de juarez-el zapote
petatlan-el rincon,100,petatlan-el rincon
general canuto a. neri-san simon otzumba,86,general canuto a. neri-parota san simon
cuajinicuilapa-punta maldonado (el faro),95,cuajinicuilapa-cuajinicuilapa
general heliodoro castillo-el papayo,100,general heliodoro castillo-el papayo
zirandaro-huanumo,100,zirandaro-huanumo
pedro ascencio alquisiras-agua colorada,100,pedro ascencio alquisiras-agua colorada
acatepec-plan del guayabo,100,acatepec-plan del guayabo
apaxtla-iglesia vieja,100,apaxtla-iglesia vieja
petatlan-banco nuevo,100,petatlan-banco nuevo
coahuayutla de jose maria izazaga-el terrero,100,coahuayutla de jose maria izazaga-el terrero
chilapa de alvarez-tetlixtac,100,chilapa de alvarez-tetlixtac
tecpan de galeana-camarones,100,tecpan de galeana-camarones
acatepec-loma bonita (el campamento),100,acatepec-loma bonita (el campamento)
apaxtla-san marcos,100,apaxtla-san marcos
acapulco de juarez-el salto,100,acapulco de juarez-el salto
tetipac-ixtepec,100,tetipac-ixtepec
florencio villarreal-los tamarindos,100,florencio villarreal-los tamarindos
coyuca de benitez-barrio nuevo,100,coyuca de benitez-barrio nuevo
cochoapa el grande-llano de las piedras,100,cochoapa el grande-llano de las piedras
ometepec-las vigas,100,ometepec-las vigas
arcelia-achotla,100,arcelia-achotla
iguala de la independencia-rincon del marques,100,iguala de la independencia-rincon del marques
acatepec-colonia progreso (cerro gavilan),100,acatepec-colonia progreso (cerro gavilan)
petatlan-el olvido,100,petatlan-el olvido
pedro ascencio alquisiras-atotongo,100,pedro ascencio alquisiras-atotongo
cutzamala de pinzon-el aguacate,100,cutzamala de pinzon-el aguacate
huitzuco de los figueroa-nanche dulce,100,huitzuco de los figueroa-nanche dulce
chilapa de alvarez-el paraiso,100,chilapa de alvarez-el paraiso
marquelia-las penitas,100,marquelia-las penitas
florencio villarreal-los charquitos,100,florencio villarreal-los charquitos
coyuca de catalan-el aguacate,100,coyuca de catalan-el aguacate
cutzamala de pinzon-pungarancho,100,cutzamala de pinzon-pungarancho
tecpan de galeana-el ojo de agua,100,tecpan de galeana-el ojo de agua
tecpan de galeana-arroyo del carrizal,100,tecpan de galeana-arroyo del carrizal
coyuca de catalan-el raton,100,coyuca de catalan-el raton
pilcaya-el uvalar,100,pilcaya-el uvalar
teloloapan-mextitlan (tonalapita),100,teloloapan-mextitlan (tonalapita)
la union de isidoro montes de oca-magueyes,100,la union de isidoro montes de oca-magueyes
la union de isidoro montes de oca-barranca de marmolejo,100,la union de isidoro montes de oca-barranca de marmolejo
atlixtac-totoxocoyotl,100,atlixtac-totoxocoyotl
leonardo bravo-agua de panteon de corralitos,100,leonardo bravo-agua de panteon de corralitos
la union de isidoro montes de oca-agua zarca,100,la union de isidoro montes de oca-agua zarca
olinala-las casitas,100,olinala-las casitas
