KEY_benef_mun,best_match,match_score,CVE_ENT,Entidad_inegi,CVE_MUN,Municipio_inegi,KEY_inegi_municipio
guerrero-pedro ascencio alquisiras,guerrero-pedro ascencio alquisiras,100,12,Guerrero,47,Pedro Ascencio Alquisiras,guerrero-pedro ascencio alquisiras
guerrero-san luis acatlan,guerrero-san luis acatlan,100,12,Guerrero,52,San Luis Acatlán,guerrero-san luis acatlan
guerrero-general heliodoro castillo,guerrero-general heliodoro castillo,100,12,Guerrero,32,General Heliodoro Castillo,guerrero-general heliodoro castillo
guerrero-atenango del rio,guerrero-atenango del rio,100,12,Guerrero,8,Atenango del Río,guerrero-atenango del rio
guerrero-chilpancingo de los bravo,guerrero-chilpancingo de los bravo,100,12,Guerrero,29,Chilpancingo de los Bravo,guerrero-chilpancingo de los bravo
guerrero-olinala,guerrero-olinala,100,12,Guerrero,45,Olinalá,guerrero-olinala
guerrero-cocula,guerrero-cocula,100,12,Guerrero,17,Cocula,guerrero-cocula
guerrero-ayutla de los libres,guerrero-ayutla de los libres,100,12,Guerrero,12,Ayutla de los Libres,guerrero-ayutla de los libres
guerrero-cuautepec,guerrero-cuautepec,100,12,Guerrero,25,Cuautepec,guerrero-cuautepec
morelos-tlaquiltenango,morelos-tlaquiltenango,100,17,Morelos,25,Tlaquiltenango,morelos-tlaquiltenango
guerrero-quechultenango,guerrero-quechultenango,100,12,Guerrero,51,Quechultenango,guerrero-quechultenango
guerrero-petatlan,guerrero-petatlan,100,12,Guerrero,48,Petatlán,guerrero-petatlan
guerrero-apaxtla,guerrero-apaxtla,100,12,Guerrero,6,Apaxtla,guerrero-apaxtla
guerrero-san miguel totolapan,guerrero-san miguel totolapan,100,12,Guerrero,54,San Miguel Totolapan,guerrero-san miguel totolapan
guerrero-leonardo bravo,guerrero-leonardo bravo,100,12,Guerrero,40,Leonardo Bravo,guerrero-leonardo bravo
guerrero-zihuatanejo de azueta,guerrero-zihuatanejo de azueta,100,12,Guerrero,38,Zihuatanejo de Azueta,guerrero-zihuatanejo de azueta
guerrero-marquelia,guerrero-marquelia,100,12,Guerrero,77,Marquelia,guerrero-marquelia
guerrero-juan r. escudero,guerrero-juan r. escudero,100,12,Guerrero,39,Juan R. Escudero,guerrero-juan r. escudero
guerrero-acapulco de juarez,guerrero-acapulco de juarez,100,12,Guerrero,1,Acapulco de Juárez,guerrero-acapulco de juarez
guerrero-mochitlan,guerrero-mochitlan,100,12,Guerrero,44,Mochitlán,guerrero-mochitlan
guerrero-benito juarez,guerrero-benito juarez,100,12,Guerrero,14,Benito Juárez,guerrero-benito juarez
guerrero-huitzuco de los figueroa,guerrero-huitzuco de los figueroa,100,12,Guerrero,34,Huitzuco de los Figueroa,guerrero-huitzuco de los figueroa
morelos-puente de ixtla,morelos-puente de ixtla,100,17,Morelos,17,Puente de Ixtla,morelos-puente de ixtla
guerrero-atoyac de alvarez,guerrero-atoyac de alvarez,100,12,Guerrero,11,Atoyac de Álvarez,guerrero-atoyac de alvarez
guerrero-tixtla de guerrero,guerrero-tixtla de guerrero,100,12,Guerrero,61,Tixtla de Guerrero,guerrero-tixtla de guerrero
guerrero-cuajinicuilapa,guerrero-cuajinicuilapa,100,12,Guerrero,23,Cuajinicuilapa,guerrero-cuajinicuilapa
guerrero-tlacoapa,guerrero-tlacoapa,100,12,Guerrero,63,Tlacoapa,guerrero-tlacoapa
guerrero-huamuxtitlan,guerrero-huamuxtitlan,100,12,Guerrero,33,Huamuxtitlán,guerrero-huamuxtitlan
guerrero-jose joaquin de herrera,guerrero-jose joaquin de herrera,100,12,Guerrero,79,José Joaquín de Herrera,guerrero-jose joaquin de herrera
guerrero-tepecoacuilco de trujano,guerrero-tepecoacuilco de trujano,100,12,Guerrero,59,Tepecoacuilco de Trujano,guerrero-tepecoacuilco de trujano
guerrero-eduardo neri,guerrero-eduardo neri,100,12,Guerrero,75,Eduardo Neri,guerrero-eduardo neri
guerrero-pilcaya,guerrero-pilcaya,100,12,Guerrero,49,Pilcaya,guerrero-pilcaya
guerrero-iguala de la independencia,guerrero-iguala de la independencia,100,12,Guerrero,35,Iguala de la Independencia,guerrero-iguala de la independencia
guerrero-taxco de alarcon,guerrero-taxco de alarcon,100,12,Guerrero,55,Taxco de Alarcón,guerrero-taxco de alarcon
guerrero-martir de cuilapan,guerrero-martir de cuilapan,100,12,Guerrero,42,Mártir de Cuilapan,guerrero-martir de cuilapan
guerrero-juchitan,guerrero-juchitan,100,12,Guerrero,80,Juchitán,guerrero-juchitan
guerrero-florencio villarreal,guerrero-florencio villarreal,100,12,Guerrero,30,Florencio Villarreal,guerrero-florencio villarreal
guerrero-ixcateopan de cuauhtemoc,guerrero-ixcateopan de cuauhtemoc,100,12,Guerrero,37,Ixcateopan de Cuauhtémoc,guerrero-ixcateopan de cuauhtemoc
tlaxcala-atlangatepec,tlaxcala-atlangatepec,100,29,Tlaxcala,3,Atlangatepec,tlaxcala-atlangatepec
